,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,source,Iteration
34,CI-8412,462267,Closed,yutaka.yasumi,03/Apr/23 12:57 AM,07/Apr/23 12:00 AM,14/Apr/23 9:37 AM,CMS Hasche Sigle,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
35,CI-8399,462015,Closed,kgostynska,31/Mar/23 10:19 AM,07/Apr/23 12:00 AM,08/May/23 8:46 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
36,CI-8398,461872,Closed,ssanz,30/Mar/23 4:52 PM,10/Apr/23 12:00 AM,18/May/23 12:20 PM,Vaillant,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
37,CI-8397,461658,Closed,nsanchezruiz,30/Mar/23 12:16 PM,06/Apr/23 12:00 AM,10/Apr/23 9:05 AM,VW,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
38,CI-8395,461612,Closed,askarja,30/Mar/23 10:43 AM,06/Apr/23 12:00 AM,27/Apr/23 1:12 AM,Eberspacher,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
39,CI-8394,461596,Closed,ssanz,30/Mar/23 10:09 AM,06/Apr/23 12:00 AM,01/Apr/23 3:03 PM,Eberspacher,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
40,CI-8393,461436,Closed,nsanchezruiz,29/Mar/23 4:34 PM,03/Apr/23 12:00 AM,30/Mar/23 10:15 AM,Daimler (MFTBC),Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
41,CI-8386,461366,Closed,nsanchezruiz,29/Mar/23 2:40 PM,10/Apr/23 12:00 AM,10/Apr/23 8:45 AM,VW,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
42,CI-8376,460898,Closed,kgostynska,28/Mar/23 12:50 PM,04/Apr/23 12:00 AM,18/Apr/23 9:51 AM,Spiegel,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
43,CI-8375,460883,Closed,mmaciejczyk,28/Mar/23 12:22 PM,04/Apr/23 12:00 AM,05/Apr/23 5:23 PM,Spiegel,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
44,CI-8373,460496,Closed,nsanchezruiz,27/Mar/23 3:13 PM,03/Apr/23 12:00 AM,10/Apr/23 8:40 AM,Osram,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
45,CI-8370,459864,Closed,ssanz,24/Mar/23 4:23 PM,31/Mar/23 12:00 AM,05/Apr/23 1:04 PM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
46,CI-8369,459796,Closed,kgostynska,24/Mar/23 3:03 PM,31/Mar/23 12:00 AM,04/May/23 11:31 AM,Rheinmetall,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
47,CI-8368,459754,Closed,ssanz,24/Mar/23 2:27 PM,31/Mar/23 12:00 AM,18/May/23 11:44 AM,Holtzbrink,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
48,CI-8367,459734,Closed,kgostynska,24/Mar/23 1:42 PM,31/Mar/23 12:00 AM,06/Jun/23 1:52 PM,OBB,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
49,CI-8366,459522,Closed,nsanchezruiz,24/Mar/23 9:41 AM,31/Mar/23 12:00 AM,05/Apr/23 8:40 AM,Customer not yet listed,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
50,CI-8365,459516,Closed,nsanchezruiz,24/Mar/23 9:30 AM,31/Mar/23 12:00 AM,05/Apr/23 8:41 AM,Customer not yet listed,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
51,CI-8364,459501,Closed,nsanchezruiz,24/Mar/23 8:41 AM,31/Mar/23 12:00 AM,04/Apr/23 9:24 AM,Customer not yet listed,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
52,CI-8361,459339,Closed,lsada,23/Mar/23 2:57 PM,06/Apr/23 12:00 AM,12/Jun/23 10:49 AM,Spiegel,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
53,CI-8360,459333,Closed,nsanchezruiz,23/Mar/23 2:52 PM,29/Mar/23 12:00 AM,05/Apr/23 9:39 AM,Customer not yet listed,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
54,CI-8359,459293,Closed,ssanz,23/Mar/23 1:59 PM,30/Mar/23 12:00 AM,01/Apr/23 4:22 PM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
55,CI-8358,459227,Closed,ssanz,23/Mar/23 11:55 AM,28/Mar/23 12:00 AM,25/Apr/23 3:54 PM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
56,CI-8354,458717,Closed,nsanchezruiz,22/Mar/23 11:13 AM,27/Mar/23 12:00 AM,25/Apr/23 9:58 AM,OBB,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
57,CI-8349,458448,Closed,yutaka.yasumi,22/Mar/23 2:59 AM,22/Mar/23 12:00 AM,03/Apr/23 12:41 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
58,CI-8348,458444,Closed,yutaka.yasumi,22/Mar/23 1:22 AM,29/Mar/23 12:00 AM,19/Apr/23 2:54 PM,Vaillant,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
59,CI-8347,458433,Closed,askarja,21/Mar/23 7:58 PM,29/Mar/23 12:00 AM,13/Jun/23 5:27 PM,Deutschlandradio,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
60,CI-8346,458273,Closed,askarja,21/Mar/23 1:50 PM,28/Mar/23 12:00 AM,07/Apr/23 2:04 AM,Porsche,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
61,CI-8345,458258,Closed,nsanchezruiz,21/Mar/23 1:28 PM,27/Mar/23 12:00 AM,04/Apr/23 1:10 PM,Audi,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
62,CI-8344,458212,Closed,nsanchezruiz,21/Mar/23 12:57 PM,23/Mar/23 12:00 AM,03/Apr/23 10:29 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
63,CI-8339,457228,Closed,ssanz,17/Mar/23 4:51 PM,24/Mar/23 12:00 AM,19/May/23 8:37 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
64,CI-8338,457190,Closed,alejandro.ruizrobles,17/Mar/23 3:17 PM,21/Mar/23 12:00 AM,24/Apr/23 6:12 PM,Numiga,SR - Partner,DataSets\in_progress_PI7.1.csv,PI7.1
65,CI-8328,456902,Closed,nsanchezruiz,16/Mar/23 4:57 PM,23/Mar/23 12:00 AM,27/Apr/23 1:27 PM,msg systems,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
66,CI-8323,456691,Closed,pthuaud,16/Mar/23 12:11 PM,21/Mar/23 12:00 AM,16/May/23 1:19 PM,Amadeus,Project,DataSets\in_progress_PI7.1.csv,PI7.1
67,CI-8322,456676,Closed,yutaka.yasumi,16/Mar/23 11:59 AM,23/Mar/23 12:00 AM,03/Apr/23 12:42 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
68,CI-8321,456627,Closed,yutaka.yasumi,16/Mar/23 11:21 AM,20/Mar/23 12:00 AM,29/Mar/23 4:29 PM,Lufthansa City Center,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
69,CI-8318,456512,Closed,yutaka.yasumi,16/Mar/23 1:31 AM,20/Mar/23 12:00 AM,19/Apr/23 2:53 PM,Amadeus,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
70,CI-8316,456446,Closed,ssanz,15/Mar/23 4:46 PM,22/Mar/23 12:00 AM,14/Apr/23 12:32 PM,Allianz,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
71,CI-8315,456393,Closed,jbonnavion,15/Mar/23 3:03 PM,22/Mar/23 12:00 AM,13/Apr/23 2:22 PM,DERPART,SR - Partner,DataSets\in_progress_PI7.1.csv,PI7.1
72,CI-8312,456181,Closed,alejandro.ruizrobles,15/Mar/23 9:51 AM,22/Mar/23 12:00 AM,29/Mar/23 3:51 PM,Numiga,SR - Partner,DataSets\in_progress_PI7.1.csv,PI7.1
73,CI-8303,455701,Closed,kgostynska,14/Mar/23 9:47 AM,21/Mar/23 12:00 AM,08/May/23 8:18 AM,LKW Walter,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
74,CI-8302,455636,Closed,yutaka.yasumi,14/Mar/23 7:30 AM,21/Mar/23 12:00 AM,15/May/23 10:59 AM,Vaillant,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
75,CI-8294,454905,Communicate,mmaciejczyk,10/Mar/23 11:19 AM,17/Mar/23 12:00 AM,,VW,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
76,CI-8289,454808,Closed,yutaka.yasumi,10/Mar/23 7:21 AM,13/Mar/23 12:00 AM,03/Apr/23 1:18 AM,Ineos,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
77,CI-8286,454791,Closed,yutaka.yasumi,10/Mar/23 1:33 AM,17/Mar/23 12:00 AM,15/May/23 5:50 AM,Continental,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
78,CI-8285,454741,Closed,nsanchezruiz,09/Mar/23 4:25 PM,20/Mar/23 12:00 AM,21/Apr/23 9:12 AM,DER,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
79,CI-8283,454650,Closed,nsanchezruiz,09/Mar/23 2:15 PM,23/Mar/23 12:00 AM,04/Apr/23 3:26 PM,Porsche,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
80,CI-8279,454369,Closed,mmaciejczyk,08/Mar/23 6:04 PM,15/Mar/23 12:00 AM,30/Mar/23 3:22 PM,Lufthansa City Center,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
81,CI-8277,454229,Closed,ssanz,08/Mar/23 3:09 PM,15/Mar/23 12:00 AM,18/Apr/23 2:15 PM,TUI AG,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
82,CI-8273,453848,Closed,ssanz,07/Mar/23 1:31 PM,08/Mar/23 12:00 AM,10/Apr/23 10:50 AM,Allianz,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
83,CI-8270,453483,Closed,ssanz,06/Mar/23 1:40 PM,13/Mar/23 12:00 AM,08/May/23 11:49 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
84,CI-8269,453481,Closed,ssanz,06/Mar/23 1:36 PM,13/Mar/23 12:00 AM,08/May/23 11:48 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
85,CI-8261,453139,Closed,yutaka.yasumi,06/Mar/23 1:37 AM,13/Mar/23 12:00 AM,05/Apr/23 6:52 AM,Spiegel,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
86,CI-8254,452951,Closed,ssanz,03/Mar/23 1:15 PM,10/Mar/23 12:00 AM,05/May/23 7:12 PM,Allianz,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
87,CI-8249,452780,Closed,yutaka.yasumi,03/Mar/23 2:44 AM,17/Mar/23 12:00 AM,05/Apr/23 9:30 AM,CEPSA,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
88,CI-8242,452464,Closed,yutaka.yasumi,02/Mar/23 1:04 AM,09/Mar/23 12:00 AM,06/Apr/23 4:26 PM,Burda,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
89,CI-8239,452166,Closed,yutaka.yasumi,01/Mar/23 2:16 AM,06/Mar/23 12:00 AM,29/Mar/23 9:54 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
90,CI-8238,452000,Closed,nsanchezruiz,28/Feb/23 1:28 PM,31/Mar/23 12:00 AM,12/Jun/23 2:50 PM,Fiege,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
91,CI-8236,451837,Closed,yutaka.yasumi,28/Feb/23 12:45 AM,07/Mar/23 12:00 AM,13/Apr/23 4:29 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
92,CI-8219,450562,Communicate,kgostynska,22/Feb/23 1:28 PM,01/Mar/23 12:00 AM,,Amadeus,Incident Request (IR),DataSets\in_progress_PI7.1.csv,PI7.1
93,CI-8190,449259,Closed,askarja,17/Feb/23 2:48 PM,24/Feb/23 12:00 AM,05/Apr/23 12:08 PM,Eberspacher,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
94,CI-8185,449035,Closed,yutaka.yasumi,17/Feb/23 9:59 AM,20/Feb/23 12:00 AM,04/Apr/23 3:22 PM,Munckhof,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
95,CI-8184,448971,Closed,yutaka.yasumi,17/Feb/23 1:56 AM,24/Feb/23 12:00 AM,04/Apr/23 4:33 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
96,CI-8177,448686,Verify,ssanz,15/Feb/23 4:35 PM,22/Feb/23 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
97,CI-8176,448625,Closed,ssanz,15/Feb/23 3:47 PM,22/Feb/23 12:00 AM,14/Apr/23 1:31 PM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
98,CI-8164,448243,Communicate,achattopadhyay,14/Feb/23 1:51 PM,21/Feb/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
99,CI-8159,447939,Closed,wkatthan,13/Feb/23 12:19 PM,16/Feb/23 12:00 AM,24/Apr/23 12:53 PM,ArcelorMittal,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
100,CI-8144,447479,Closed,nsanchezruiz,09/Feb/23 3:29 PM,20/Feb/23 12:00 AM,29/Apr/23 4:07 PM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
101,CI-8134,446994,Closed,ccasper,08/Feb/23 10:09 AM,24/Feb/23 12:00 AM,19/Apr/23 3:11 PM,TUI AG,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
102,CI-8118,446512,Closed,askarja,06/Feb/23 8:05 PM,13/Feb/23 12:00 AM,19/Apr/23 1:24 AM,TeamBank AG,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
103,CI-8093,445763,Closed,alejandro.ruizrobles,02/Feb/23 8:59 AM,09/Feb/23 12:00 AM,08/Jun/23 3:06 PM,Numiga,SR - Partner,DataSets\in_progress_PI7.1.csv,PI7.1
104,CI-8048,443357,Closed,nsanchezruiz,24/Jan/23 1:34 PM,06/Feb/23 12:00 AM,03/Apr/23 3:44 PM,msg systems,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
105,CI-8006,441299,Closed,yutaka.yasumi,13/Jan/23 7:58 AM,17/Jan/23 12:00 AM,04/Apr/23 4:32 PM,Porsche,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
106,CI-7904,437478,Verify,ssanz,20/Dec/22 5:24 PM,26/Dec/22 12:00 AM,,Bentley,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
107,CI-7900,437096,Closed,ssanz,19/Dec/22 3:44 PM,26/Dec/22 12:00 AM,05/Apr/23 1:07 PM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
108,CI-7858,435107,Verify,ssanz,13/Dec/22 12:22 PM,20/Dec/22 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
109,CI-7829,433155,Closed,ssanz,06/Dec/22 1:18 PM,13/Dec/22 12:00 AM,29/Apr/23 4:15 PM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
110,CI-7788,431813,Closed,yutaka.yasumi,01/Dec/22 1:54 AM,08/Dec/22 12:00 AM,05/Apr/23 6:54 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
111,CI-7700,428349,Closed,alejandro.ruizrobles,15/Nov/22 4:39 PM,22/Nov/22 12:00 AM,12/Apr/23 1:53 PM,Numiga,SR - Partner,DataSets\in_progress_PI7.1.csv,PI7.1
112,CI-7688,427631,Closed,askarja,11/Nov/22 3:58 PM,21/Nov/22 12:00 AM,20/Apr/23 10:15 AM,Rheinmetall,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
113,CI-7550,420892,Closed,yutaka.yasumi,12/Oct/22 5:05 PM,19/Oct/22 12:00 AM,04/Apr/23 4:34 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
114,CI-7486,418256,Closed,yutaka.yasumi,03/Oct/22 6:41 AM,10/Oct/22 12:00 AM,31/Mar/23 2:37 AM,Continental,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
115,CI-7253,408597,Explain,ssanz,16/Aug/22 2:54 PM,09/Dec/22 12:00 AM,,OBB,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
116,CI-7205,406532,Closed,nsanchezruiz,04/Aug/22 11:54 AM,02/May/23 12:00 AM,10/Apr/23 8:47 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
117,CI-5953,349721,Closed,hwiedenroth,05/Nov/21 5:04 PM,03/Dec/21 12:00 AM,11/Apr/23 9:04 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.1.csv,PI7.1
0,CI-8583,469595,Closed,kgostynska,04/May/23 8:58 AM,11/May/23 12:00 AM,24/May/23 9:27 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
1,CI-8581,469414,Closed,alejandro.ruizrobles,03/May/23 1:12 PM,10/May/23 12:00 AM,23/May/23 9:07 PM,Numiga,SR - Partner,DataSets\in_progress_PI7.2.csv,PI7.2
2,CI-8578,468781,Closed,yutaka.yasumi,28/Apr/23 11:54 AM,05/May/23 12:00 AM,16/May/23 11:15 AM,Amadeus,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
3,CI-8576,468697,Closed,kgostynska,28/Apr/23 9:19 AM,05/May/23 12:00 AM,13/Jun/23 7:25 AM,Vaillant,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
4,CI-8575,468679,Closed,kgostynska,28/Apr/23 8:44 AM,05/May/23 12:00 AM,24/May/23 9:27 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
5,CI-8574,468635,Closed,yutaka.yasumi,28/Apr/23 3:47 AM,01/May/23 12:00 AM,08/May/23 4:08 PM,Rehau,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
6,CI-8573,468471,Closed,lsada,27/Apr/23 2:51 PM,12/May/23 12:00 AM,24/May/23 2:00 PM,dm-drogerie markt,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
7,CI-8571,468343,Closed,wkatthan,27/Apr/23 11:42 AM,12/May/23 12:00 AM,25/May/23 1:13 PM,Orange,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
8,CI-8567,468092,Import to Test,mmaciejczyk,26/Apr/23 1:16 PM,03/May/23 12:00 AM,,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
9,CI-8566,468082,Closed,ssanz,26/Apr/23 12:49 PM,05/May/23 12:00 AM,06/Jun/23 1:57 PM,Orange,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
10,CI-8564,467976,Closed,yutaka.yasumi,26/Apr/23 9:37 AM,28/Apr/23 12:00 AM,15/May/23 5:56 AM,Daimler (MFTBC),Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
11,CI-8563,467957,Closed,kgostynska,26/Apr/23 9:31 AM,04/May/23 12:00 AM,19/May/23 9:45 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
12,CI-8562,467852,Configure,nsanchezruiz,25/Apr/23 4:05 PM,08/May/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
13,CI-8561,467833,Closed,nsanchezruiz,25/Apr/23 3:24 PM,31/May/23 12:00 AM,31/May/23 3:18 PM,OBB,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
14,CI-8560,467735,Closed,nsanchezruiz,25/Apr/23 11:57 AM,08/May/23 12:00 AM,08/May/23 2:02 PM,OBB,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
15,CI-8558,467585,Closed,yutaka.yasumi,25/Apr/23 8:10 AM,28/Apr/23 12:00 AM,25/May/23 9:24 AM,Spiegel,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
16,CI-8557,467471,Closed,ssanz,24/Apr/23 3:31 PM,28/Apr/23 12:00 AM,18/May/23 12:16 PM,Allianz,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
17,CI-8556,467320,Closed,yutaka.yasumi,24/Apr/23 10:17 AM,16/May/23 12:00 AM,05/Jun/23 1:21 AM,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
18,CI-8555,467318,Closed,nsanchezruiz,24/Apr/23 10:13 AM,02/May/23 12:00 AM,24/May/23 5:00 PM,VW,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
19,CI-8554,467243,Closed,yutaka.yasumi,24/Apr/23 6:44 AM,08/May/23 12:00 AM,10/May/23 4:06 AM,Hensoldt,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
20,CI-8553,467146,Closed,ssanz,22/Apr/23 2:17 PM,29/Apr/23 12:00 AM,30/May/23 4:53 PM,Allianz,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
21,CI-8552,467085,Closed,nsanchezruiz,21/Apr/23 2:58 PM,27/Apr/23 12:00 AM,08/May/23 1:46 PM,VW,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
22,CI-8548,466754,Closed,nsanchezruiz,20/Apr/23 3:07 PM,27/Apr/23 12:00 AM,18/May/23 9:41 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
23,CI-8545,466571,Closed,nsanchezruiz,20/Apr/23 10:19 AM,27/Apr/23 12:00 AM,08/May/23 1:37 PM,Enercon,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
24,CI-8544,466548,Verify,askarja,20/Apr/23 10:01 AM,27/Apr/23 12:00 AM,,Rheinmetall,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
25,CI-8542,466461,Closed,yutaka.yasumi,20/Apr/23 2:40 AM,27/Apr/23 12:00 AM,23/May/23 12:59 AM,Vaillant,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
26,CI-8540,466398,Closed,ssanz,19/Apr/23 4:36 PM,26/Apr/23 12:00 AM,17/May/23 10:26 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
27,CI-8539,466314,Closed,kgostynska,19/Apr/23 2:03 PM,26/Apr/23 12:00 AM,10/May/23 2:50 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
28,CI-8536,466057,Closed,askarja,19/Apr/23 12:35 AM,27/Apr/23 12:00 AM,05/Jun/23 10:04 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
29,CI-8535,466035,Closed,nsanchezruiz,18/Apr/23 5:17 PM,25/Apr/23 12:00 AM,07/Jun/23 11:02 AM,Rehau,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
30,CI-8534,466032,Closed,askarja,18/Apr/23 5:16 PM,25/Apr/23 12:00 AM,10/May/23 7:42 PM,Porsche,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
31,CI-8519,465776,Closed,askarja,18/Apr/23 12:35 PM,25/Apr/23 12:00 AM,05/Jun/23 5:46 PM,Eberspacher,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
32,CI-8518,465773,Closed,yutaka.yasumi,18/Apr/23 12:32 PM,21/Apr/23 12:00 AM,15/May/23 5:54 AM,Continental,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
33,CI-8513,465535,Closed,yutaka.yasumi,18/Apr/23 7:25 AM,25/Apr/23 12:00 AM,02/Jun/23 2:02 PM,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
34,CI-8510,465499,Closed,yutaka.yasumi,18/Apr/23 4:31 AM,25/Apr/23 12:00 AM,08/May/23 2:18 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
35,CI-8508,465493,Communicate,yutaka.yasumi,18/Apr/23 2:16 AM,02/May/23 12:00 AM,,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
36,CI-8507,465491,Closed,yutaka.yasumi,18/Apr/23 1:18 AM,24/Apr/23 12:00 AM,23/May/23 1:16 AM,Endress Hauser,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
37,CI-8499,465411,Verify,nsanchezruiz,17/Apr/23 1:53 PM,24/Apr/23 12:00 AM,,Porsche,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
38,CI-8496,465321,Closed,kgostynska,17/Apr/23 11:30 AM,24/Apr/23 12:00 AM,12/May/23 7:40 AM,Continental,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
39,CI-8486,465008,Closed,yutaka.yasumi,14/Apr/23 9:23 AM,21/Apr/23 12:00 AM,08/May/23 2:17 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
40,CI-8484,464974,Closed,yutaka.yasumi,14/Apr/23 2:27 AM,21/Apr/23 12:00 AM,11/May/23 9:21 AM,msg systems,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
41,CI-8477,464753,Closed,yutaka.yasumi,13/Apr/23 12:30 PM,20/Apr/23 12:00 AM,08/May/23 2:14 AM,Lufthansa City Center,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
42,CI-8476,464744,Closed,yutaka.yasumi,13/Apr/23 12:12 PM,20/Apr/23 12:00 AM,24/May/23 7:26 AM,Porsche,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
43,CI-8474,464711,Closed,ssanz,13/Apr/23 10:57 AM,20/Apr/23 12:00 AM,12/May/23 9:36 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
44,CI-8471,464652,Closed,nsanchezruiz,13/Apr/23 9:35 AM,19/Apr/23 12:00 AM,08/May/23 3:28 PM,OBB,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
45,CI-8469,464620,Closed,yutaka.yasumi,13/Apr/23 8:22 AM,20/Apr/23 12:00 AM,17/May/23 1:15 PM,Endress Hauser,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
46,CI-8468,464601,Closed,yutaka.yasumi,13/Apr/23 4:55 AM,20/Apr/23 12:00 AM,11/May/23 10:42 AM,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
47,CI-8466,464442,Closed,yutaka.yasumi,12/Apr/23 11:33 AM,19/Apr/23 12:00 AM,23/May/23 1:15 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
48,CI-8464,464340,Closed,askarja,11/Apr/23 11:13 PM,18/Apr/23 12:00 AM,29/Jun/23 4:44 PM,VW,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
